Entidad,Municipio, API_CODE
Sonora ,Onavas ,SE43145
Sonora ,Opodepe ,SE43146
Sonora ,Oquitoa ,SE43147
Sonora ,Pitiquito ,SE43148
Sonora ,Puerto Peñasco ,SE43149
Sonora ,Quiriego ,SE43150
Sonora ,Rayón ,SE43151
Sonora ,Rosario ,SE43152
Sonora ,Sahuaripa ,SE43153
Sonora ,San Felipe de Jesús ,SE43154
Sonora ,San Ignacio Río Muerto ,SE43155
Sonora ,San Javier ,SE43156
Sonora ,San Luis Río Colorado ,SE43157
Sonora ,San Miguel de Horcasitas ,SE43158
Sonora ,San Pedro de la Cueva ,SE43159
Sonora ,Santa Ana ,SE43160
Sonora ,Santa Cruz ,SE43161
Sonora ,Sáric ,SE43162
Sonora ,Soyopa ,SE43163
Sonora ,Suaqui Grande ,SE43164
Sonora ,Tepache ,SE43165
Sonora ,Trincheras ,SE43166
Sonora ,Tubutama ,SE43167
Sonora ,Ures ,SE43168
Sonora ,Villa Hidalgo ,SE43169
Sonora ,Villa Pesqueira ,SE43170
Sonora ,Yécora ,SE43171
Sonora ,No identificado -Sonora ,SE43172
Tabasco ,Balancán ,SE43173
Tabasco ,Cárdenas ,SE43174
Tabasco ,Centla ,SE43175
Tabasco ,Centro ,SE43176
Tabasco ,Comalcalco ,SE43177
Tabasco ,Cunduacán ,SE43178
Tabasco ,Emiliano Zapata ,SE43179
Tabasco ,Huimanguillo ,SE43180
Tabasco ,Jalapa ,SE43181
Tabasco ,Jalpa de Méndez ,SE43182
Tabasco ,Jonuta ,SE43183
Tabasco ,Macuspana ,SE43184
Tabasco ,Nacajuca ,SE43185
Tabasco ,Paraíso ,SE43186
Tabasco ,Tacotalpa ,SE43187
Tabasco ,Teapa ,SE43188
Tabasco ,Tenosique ,SE43189
Tabasco ,No identificado -Tabasco ,SE43190
Tamaulipas ,Abasolo ,SE43191
Tamaulipas ,Aldama ,SE43192
Tamaulipas ,Altamira ,SE43193
Tamaulipas ,Antiguo Morelos ,SE43194
Tamaulipas ,Burgos ,SE43195
Tamaulipas ,Bustamante ,SE43196
Tamaulipas ,Camargo ,SE43197
Tamaulipas ,Casas ,SE43198
Tamaulipas ,Ciudad Madero ,SE43199
Tamaulipas ,Cruillas ,SE43200
Tamaulipas ,El Mante ,SE43201
Tamaulipas ,Gómez Farías ,SE43202
Tamaulipas ,González ,SE43203
Tamaulipas ,Güémez ,SE43204
Tamaulipas ,Guerrero ,SE43205
Tamaulipas ,Gustavo Díaz Ordaz ,SE43206
Tamaulipas ,Hidalgo ,SE43207
Tamaulipas ,Jaumave ,SE43208
Tamaulipas ,Jiménez ,SE43209
Tamaulipas ,Llera ,SE43210
Tamaulipas ,Mainero ,SE43211
Tamaulipas ,Matamoros ,SE43212
Tamaulipas ,Méndez ,SE43213
Tamaulipas ,Mier ,SE43214
Tamaulipas ,Miguel Alemán ,SE43215
Tamaulipas ,Miquihuana ,SE43216
Tamaulipas ,Nuevo Laredo ,SE43217
Tamaulipas ,Nuevo Morelos ,SE43218
Tamaulipas ,Ocampo ,SE43219
Tamaulipas ,Padilla ,SE43220
Tamaulipas ,Palmillas ,SE43221
Tamaulipas ,Reynosa ,SE43222
Tamaulipas ,Río Bravo ,SE43223
Tamaulipas ,San Carlos ,SE43224
Tamaulipas ,San Fernando ,SE43225
Tamaulipas ,San Nicolás ,SE43226
Tamaulipas ,Soto la Marina ,SE43227
Tamaulipas ,Tampico ,SE43228
Tamaulipas ,Tula ,SE43229
Tamaulipas ,Valle Hermoso ,SE43230
Tamaulipas ,Victoria ,SE43231
Tamaulipas ,Villagrán ,SE43232
Tamaulipas ,Xicoténcatl ,SE43233
Tamaulipas ,No identificado -Tamaulipas ,SE43234
Tlaxcala ,Acuamanala de Miguel Hidalgo ,SE43235
Tlaxcala ,Atltzayanca ,SE43236
Tlaxcala ,Amaxac de Guerrero ,SE43237
Tlaxcala ,Apetatitlán de Antonio Carvajal ,SE43238
Tlaxcala ,Apizaco ,SE43239
Tlaxcala ,Atlangatepec ,SE43240
Tlaxcala ,Benito Juárez ,SE43241
Tlaxcala ,Calpulalpan ,SE43242
Tlaxcala ,Chiautempan ,SE43243
Tlaxcala ,Contla de Juan Cuamatzi ,SE43244
Tlaxcala ,Cuapiaxtla ,SE43245
Tlaxcala ,Cuaxomulco ,SE43246
Tlaxcala ,El Carmen Tequexquitla ,SE43247
Tlaxcala ,Emiliano Zapata ,SE43248
Tlaxcala ,Españita ,SE43249
Tlaxcala ,Huamantla ,SE43250
Tlaxcala ,Hueyotlipan ,SE43251
Tlaxcala ,Ixtacuixtla de Mariano Matamoros ,SE43252
Tlaxcala ,Ixtenco ,SE43253
Tlaxcala ,La Magdalena Tlaltelulco ,SE43254
Tlaxcala ,Lázaro Cárdenas ,SE43255
Tlaxcala ,Mazatecochco de José María Morelos ,SE43256
Tlaxcala ,Muñoz de Domingo Arenas ,SE43257
Tlaxcala ,Nanacamilpa de Mariano Arista ,SE43258
Tlaxcala ,Natívitas ,SE43259
Tlaxcala ,Panotla ,SE43260
Tlaxcala ,Papalotla de Xicohténcatl ,SE43261
Tlaxcala ,San Damián Texóloc ,SE43262
Tlaxcala ,San Francisco Tetlanohcan ,SE43263
Tlaxcala ,San Jerónimo Zacualpan ,SE43264
Tlaxcala ,San José Teacalco ,SE43265
Tlaxcala ,San Juan Huactzinco ,SE43266
Tlaxcala ,San Lorenzo Axocomanitla ,SE43267
Tlaxcala ,San Lucas Tecopilco ,SE43268
Tlaxcala ,San Pablo del Monte ,SE43269
Tlaxcala ,Sanctórum de Lázaro Cárdenas ,SE43270
Tlaxcala ,Santa Ana Nopalucan ,SE43271
Tlaxcala ,Santa Apolonia Teacalco ,SE43272
Tlaxcala ,Santa Catarina Ayometla ,SE43273
Tlaxcala ,Santa Cruz Quilehtla ,SE43274
Tlaxcala ,Santa Cruz Tlaxcala ,SE43275
Tlaxcala ,Santa Isabel Xiloxoxtla ,SE43276
Tlaxcala ,Tenancingo ,SE43277
Tlaxcala ,Teolocholco ,SE43278
Tlaxcala ,Tepetitla de Lardizábal ,SE43279
Tlaxcala ,Tepeyanco ,SE43280
Tlaxcala ,Terrenate ,SE43281
Tlaxcala ,Tetla de la Solidaridad ,SE43282
Tlaxcala ,Tetlatlahuca ,SE43283
Tlaxcala ,Tlaxcala ,SE43284
Tlaxcala ,Tlaxco ,SE43285
Tlaxcala ,Tocatlán ,SE43286
Tlaxcala ,Totolac ,SE43287
Tlaxcala ,Tzompantepec ,SE43288
Tlaxcala ,Xaloztoc ,SE43289
Tlaxcala ,Xaltocan ,SE43290
Tlaxcala ,Xicohtzinco ,SE43291
Tlaxcala ,Yauhquemehcan ,SE43292
Tlaxcala ,Zacatelco ,SE43293
Tlaxcala ,Ziltlaltépec de Trinidad Sánchez Santos ,SE43294
Tlaxcala ,No identificado -Tlaxcala ,SE43295
Veracruz ,Acajete ,SE43296
Veracruz ,Acatlán ,SE43297
Veracruz ,Acayucan ,SE43298
Veracruz ,Actopan ,SE43299
Veracruz ,Acula ,SE43300
Veracruz ,Acultzingo ,SE43301
Veracruz ,Agua Dulce ,SE43302
Veracruz ,Alpatláhuac ,SE43303
Veracruz ,Alto Lucero de Gutiérrez Barrios ,SE43304
Veracruz ,Altotonga ,SE43305
Veracruz ,Alvarado ,SE43306
Veracruz ,Amatitlán ,SE43307
Veracruz ,Amatlán de los Reyes ,SE43308
Veracruz ,Angel R. Cabada ,SE43309
Veracruz ,Apazapan ,SE43310
Veracruz ,Aquila ,SE43311
Veracruz ,Astacinga ,SE43312
Veracruz ,Atlahuilco ,SE43313
Veracruz ,Atoyac ,SE43314
Veracruz ,Atzacan ,SE43315
Veracruz ,Atzalan ,SE43316
Veracruz ,Ayahualulco ,SE43317
Veracruz ,Banderilla ,SE43318
Veracruz ,Benito Juárez ,SE43319
Veracruz ,Boca del Río ,SE43320
Veracruz ,Calcahualco ,SE43321
Veracruz ,Camarón de Tejeda ,SE43322
Veracruz ,Camerino Z. Mendoza ,SE43323
Veracruz ,Carlos A. Carrillo ,SE43324
Veracruz ,Carrillo Puerto ,SE43325
Veracruz ,Castillo de Teayo ,SE43326
Veracruz ,Catemaco ,SE43327
Veracruz ,Cazones de Herrera ,SE43328
Veracruz ,Cerro Azul ,SE43329
Veracruz ,Chacaltianguis ,SE43330
Veracruz ,Chalma ,SE43331
Veracruz ,Chiconamel ,SE43332
Veracruz ,Chiconquiaco ,SE43333
Veracruz ,Chicontepec ,SE43334
Veracruz ,Chinameca ,SE43335
Veracruz ,Chinampa de Gorostiza ,SE43336
Veracruz ,Chocamán ,SE43337
Veracruz ,Chontla ,SE43338
Veracruz ,Chumatlán ,SE43339
Veracruz ,Citlaltépetl ,SE43340
Veracruz ,Coacoatzintla ,SE43341
Veracruz ,Coahuitlán ,SE43342
Veracruz ,Coatepec ,SE43343
Veracruz ,Coatzacoalcos ,SE43344
Veracruz ,Coatzintla ,SE43345
Veracruz ,Coetzala ,SE43346
Veracruz ,Colipa ,SE43347
Veracruz ,Comapa ,SE43348
Veracruz ,Córdoba ,SE43349
Veracruz ,Cosamaloapan de Carpio ,SE43350
Veracruz ,Cosautlán de Carvajal ,SE43351
Veracruz ,Coscomatepec ,SE43352
Veracruz ,Cosoleacaque ,SE43353
Veracruz ,Cotaxtla ,SE43354
Veracruz ,Coxquihui ,SE43355
Veracruz ,Coyutla ,SE43356
Veracruz ,Cuichapa ,SE43357
Veracruz ,Cuitláhuac ,SE43358
Veracruz ,El Higo ,SE43359
Veracruz ,Emiliano Zapata ,SE43360
Veracruz ,Espinal ,SE43361
Veracruz ,Filomeno Mata ,SE43362
Veracruz ,Fortín ,SE43363
Veracruz ,Gutiérrez Zamora ,SE43364
Veracruz ,Hidalgotitlán ,SE43365
Veracruz ,Huatusco ,SE43366
Veracruz ,Huayacocotla ,SE43367
Veracruz ,Hueyapan de Ocampo ,SE43368
Veracruz ,Huiloapan de Cuauhtémoc ,SE43369
Veracruz ,Ignacio de la Llave ,SE43370
Veracruz ,Ilamatlán ,SE43371
Veracruz ,Isla ,SE43372
Veracruz ,Ixcatepec ,SE43373
Veracruz ,Ixhuacán de los Reyes ,SE43374
Veracruz ,Ixhuatlán de Madero ,SE43375
Veracruz ,Ixhuatlán del Café ,SE43376
Veracruz ,Ixhuatlán del Sureste ,SE43377
Veracruz ,Ixhuatlancillo ,SE43378
Veracruz ,Ixmatlahuacan ,SE43379
Veracruz ,Ixtaczoquitlán ,SE43380
Veracruz ,Jalacingo ,SE43381
Veracruz ,Jalcomulco ,SE43382
Veracruz ,Jáltipan ,SE43383
Veracruz ,Jamapa ,SE43384
Veracruz ,Jesús Carranza ,SE43385
Veracruz ,Jilotepec ,SE43386
Veracruz ,José Azueta ,SE43387
Veracruz ,Juan Rodríguez Clara ,SE43388
Veracruz ,Juchique de Ferrer ,SE43389
Veracruz ,La Antigua ,SE43390
Veracruz ,La Perla ,SE43391
Veracruz ,Landero y Coss ,SE43392
Veracruz ,Las Choapas ,SE43393
Veracruz ,Las Minas ,SE43394
Veracruz ,Las Vigas de Ramírez ,SE43395
Veracruz ,Lerdo de Tejada ,SE43396
Veracruz ,Los Reyes ,SE43397
Veracruz ,Magdalena ,SE43398
Veracruz ,Maltrata ,SE43399
Veracruz ,Manlio Fabio Altamirano ,SE43400
Veracruz ,Mariano Escobedo ,SE43401
Veracruz ,Martínez de la Torre ,SE43402
Veracruz ,Mecatlán ,SE43403
Veracruz ,Mecayapan ,SE43404
Veracruz ,Medellín ,SE43405
Veracruz ,Miahuatlán ,SE43406
Veracruz ,Minatitlán ,SE43407
Veracruz ,Misantla ,SE43408
Veracruz ,Mixtla de Altamirano ,SE43409
Veracruz ,Moloacán ,SE43410
Veracruz ,Nanchital de Lázaro Cárdenas del Río ,SE43411
Veracruz ,Naolinco ,SE43412
Veracruz ,Naranjal ,SE43413
Veracruz ,Naranjos Amatlán ,SE43414
Veracruz ,Nautla ,SE43415
Veracruz ,Nogales ,SE43416
Veracruz ,Oluta ,SE43417
Veracruz ,Omealca ,SE43418
Veracruz ,Orizaba ,SE43419
Veracruz ,Otatitlán ,SE43420
Veracruz ,Oteapan ,SE43421
Veracruz ,Ozuluama de Mascareñas ,SE43422
Veracruz ,Pajapan ,SE43423
Veracruz ,Pánuco ,SE43424
Veracruz ,Papantla ,SE43425
Veracruz ,Paso de Ovejas ,SE43426
Veracruz ,Paso del Macho ,SE43427
Veracruz ,Perote ,SE43428
Veracruz ,Platón Sánchez ,SE43429
Veracruz ,Playa Vicente ,SE43430
Veracruz ,Poza Rica de Hidalgo ,SE43431
Veracruz ,Pueblo Viejo ,SE43432
Veracruz ,Puente Nacional ,SE43433
Veracruz ,Rafael Delgado ,SE43434
Veracruz ,Rafael Lucio ,SE43435
Veracruz ,Río Blanco ,SE43436
Veracruz ,Saltabarranca ,SE43437
Veracruz ,San Andrés Tenejapan ,SE43438
Veracruz ,San Andrés Tuxtla ,SE43439
Veracruz ,San Juan Evangelista ,SE43440
Veracruz ,San Rafael ,SE43441
Veracruz ,Santiago Sochiapan ,SE43442
Veracruz ,Santiago Tuxtla ,SE43443
Veracruz ,Sayula de Alemán ,SE43444
Veracruz ,Sochiapa ,SE43445
Veracruz ,Soconusco ,SE43446
Veracruz ,Soledad Atzompa ,SE43447
Veracruz ,Soledad de Doblado ,SE43448
Veracruz ,Soteapan ,SE43449
Veracruz ,Tamalín ,SE43450
Veracruz ,Tamiahua ,SE43451
Veracruz ,Tampico Alto ,SE43452
Veracruz ,Tancoco ,SE43453
Veracruz ,Tantima ,SE43454
Veracruz ,Tantoyuca ,SE43455
Veracruz ,Tatahuicapan de Juárez ,SE43456
Veracruz ,Tatatila ,SE43457
Veracruz ,Tecolutla ,SE43458
Veracruz ,Tehuipango ,SE43459
Veracruz ,Álamo Temapache ,SE43460
Veracruz ,Tempoal ,SE43461
Veracruz ,Tenampa ,SE43462
Veracruz ,Tenochtitlán ,SE43463
Veracruz ,Teocelo ,SE43464
Veracruz ,Tepatlaxco ,SE43465
Veracruz ,Tepetlán ,SE43466
Veracruz ,Tepetzintla ,SE43467
Veracruz ,Tequila ,SE43468
Veracruz ,Texcatepec ,SE43469
Veracruz ,Texhuacán ,SE43470
Veracruz ,Texistepec ,SE43471
Veracruz ,Tezonapa ,SE43472
Veracruz ,Tierra Blanca ,SE43473
Veracruz ,Tihuatlán ,SE43474
Veracruz ,Tlachichilco ,SE43475
Veracruz ,Tlacojalpan ,SE43476
Veracruz ,Tlacolulan ,SE43477
Veracruz ,Tlacotalpan ,SE43478
Veracruz ,Tlacotepec de Mejía ,SE43479
Veracruz ,Tlalixcoyan ,SE43480
Veracruz ,Tlalnelhuayocan ,SE43481
Veracruz ,Tlaltetela ,SE43482
Veracruz ,Tlapacoyan ,SE43483
Veracruz ,Tlaquilpa ,SE43484
Veracruz ,Tlilapan ,SE43485
Veracruz ,Tomatlán ,SE43486
Veracruz ,Tonayán ,SE43487
Veracruz ,Totutla ,SE43488
Veracruz ,Tres Valles ,SE43489
Veracruz ,Tuxpan ,SE43490
Veracruz ,Tuxtilla ,SE43491
Veracruz ,Ursulo Galván ,SE43492
Veracruz ,Uxpanapa ,SE43493
Veracruz ,Vega de Alatorre ,SE43494
Veracruz ,Veracruz ,SE43495
Veracruz ,Villa Aldama ,SE43496
Veracruz ,Xalapa ,SE43497
Veracruz ,Xico ,SE43498
Veracruz ,Xoxocotla ,SE43499
Veracruz ,Yanga ,SE43500
Veracruz ,Yecuatla ,SE43501
Veracruz ,Zacualpan ,SE43502
Veracruz ,Zaragoza ,SE43503
Veracruz ,Zentla ,SE43504
Veracruz ,Zongolica ,SE43505
Veracruz ,Zontecomatlán de López y Fuentes ,SE43506
Veracruz ,Zozocolco de Hidalgo ,SE43507
Veracruz ,No identificado -Veracruz ,SE43508
Yucatán ,Abalá ,SE43509
Yucatán ,Acanceh ,SE43510
Yucatán ,Akil ,SE43511
Yucatán ,Baca ,SE43512
Yucatán ,Bokobá ,SE43513
Yucatán ,Buctzotz ,SE43514
Yucatán ,Cacalchén ,SE43515
Yucatán ,Calotmul ,SE43516
Yucatán ,Cansahcab ,SE43517
Yucatán ,Cantamayec ,SE43518
Yucatán ,Celestún ,SE43519
Yucatán ,Cenotillo ,SE43520
Yucatán ,Chacsinkín ,SE43521
Yucatán ,Chankom ,SE43522
Yucatán ,Chapab ,SE43523
Yucatán ,Chemax ,SE43524
Yucatán ,Chichimilá ,SE43525
Yucatán ,Chicxulub Pueblo ,SE43526
Yucatán ,Chikindzonot ,SE43527
Yucatán ,Chocholá ,SE43528
Yucatán ,Chumayel ,SE43529
Yucatán ,Conkal ,SE43530
Yucatán ,Cuncunul ,SE43531
Yucatán ,Cuzamá ,SE43532
Yucatán ,Dzán ,SE43533
Yucatán ,Dzemul ,SE43534
Yucatán ,Dzidzantún ,SE43535
Yucatán ,Dzilam de Bravo ,SE43536
Yucatán ,Dzilam González ,SE43537
Yucatán ,Dzitás ,SE43538
Yucatán ,Dzoncauich ,SE43539
Yucatán ,Espita ,SE43540
Yucatán ,Halachó ,SE43541
Yucatán ,Hocabá ,SE43542
Yucatán ,Hoctún ,SE43543
Yucatán ,Homún ,SE43544
Yucatán ,Huhí ,SE43545
Yucatán ,Hunucmá ,SE43546
Yucatán ,Ixil ,SE43547
Yucatán ,Izamal ,SE43548
Yucatán ,Kanasín ,SE43549
Yucatán ,Kantunil ,SE43550
Yucatán ,Kaua ,SE43551
Yucatán ,Kinchil ,SE43552
Yucatán ,Kopomá ,SE43553
Yucatán ,Mama ,SE43554
Yucatán ,Maní ,SE43555
Yucatán ,Maxcanú ,SE43556
Yucatán ,Mayapán ,SE43557
Yucatán ,Mérida ,SE43558
Yucatán ,Mocochá ,SE43559
Yucatán ,Motul ,SE43560
Yucatán ,Muna ,SE43561
Yucatán ,Muxupip ,SE43562
Yucatán ,Opichén ,SE43563
Yucatán ,Oxkutzcab ,SE43564
Yucatán ,Panabá ,SE43565
Yucatán ,Peto ,SE43566
Yucatán ,Progreso ,SE43567
Yucatán ,Quintana Roo ,SE43568
Yucatán ,Río Lagartos ,SE43569
Yucatán ,Sacalum ,SE43570
Yucatán ,Samahil ,SE43571
Yucatán ,San Felipe ,SE43572
Yucatán ,Sanahcat ,SE43573
Yucatán ,Santa Elena ,SE43574
Yucatán ,Seyé ,SE43575
Yucatán ,Sinanché ,SE43576
Yucatán ,Sotuta ,SE43577
Yucatán ,Sucilá ,SE43578
Yucatán ,Sudzal ,SE43579
Yucatán ,Suma ,SE43580
Yucatán ,Tahdziú ,SE43581
Yucatán ,Tahmek ,SE43582
Yucatán ,Teabo ,SE43583
Yucatán ,Tecoh ,SE43584
Yucatán ,Tekal de Venegas ,SE43585
Yucatán ,Tekantó ,SE43586
Yucatán ,Tekax ,SE43587
Yucatán ,Tekit ,SE43588
Yucatán ,Tekom ,SE43589
Yucatán ,Telchac Pueblo ,SE43590
Yucatán ,Telchac Puerto ,SE43591
Yucatán ,Temax ,SE43592
Yucatán ,Temozón ,SE43593
Yucatán ,Tepakán ,SE43594
Yucatán ,Tetiz ,SE43595
Yucatán ,Teya ,SE43596
Yucatán ,Ticul ,SE43597
Yucatán ,Timucuy ,SE43598
Yucatán ,Tinum ,SE43599
Yucatán ,Tixcacalcupul ,SE43600
Yucatán ,Tixkokob ,SE43601
Yucatán ,Tixmehuac ,SE43602
Yucatán ,Tixpéhual ,SE43603
Yucatán ,Tizimín ,SE43604
Yucatán ,Tunkás ,SE43605
Yucatán ,Tzucacab ,SE43606
Yucatán ,Uayma ,SE43607
Yucatán ,Ucú ,SE43608
Yucatán ,Umán ,SE43609
Yucatán ,Valladolid ,SE43610
Yucatán ,Xocchel ,SE43611
Yucatán ,Yaxcabá ,SE43612
Yucatán ,Yaxkukul ,SE43613
Yucatán ,Yobaín ,SE43614
Yucatán ,No identificado -Yucatán ,SE43615
Zacatecas ,Apozol ,SE43616
Zacatecas ,Apulco ,SE43617
Zacatecas ,Atolinga ,SE43618
Zacatecas ,Benito Juárez ,SE43619
Zacatecas ,Calera ,SE43620
Zacatecas ,Cañitas de Felipe Pescador ,SE43621
Zacatecas ,Chalchihuites ,SE43622
Zacatecas ,Concepción del Oro ,SE43623
Zacatecas ,Cuauhtémoc ,SE43624
Zacatecas ,El Plateado de Joaquín Amaro ,SE43625
Zacatecas ,El Salvador ,SE43626
Zacatecas ,Fresnillo ,SE43627
Zacatecas ,Genaro Codina ,SE43628
Zacatecas ,General Enrique Estrada ,SE43629
Zacatecas ,General Francisco R. Murguía ,SE43630
Zacatecas ,General Pánfilo Natera ,SE43631
Zacatecas ,Guadalupe ,SE43632
Zacatecas ,Huanusco ,SE43633
Zacatecas ,Jalpa ,SE43634
Zacatecas ,Jerez ,SE43635
Zacatecas ,Jiménez del Teul ,SE43636
Zacatecas ,Juan Aldama ,SE43637
Zacatecas ,Juchipila ,SE43638
Zacatecas ,Loreto ,SE43639
Zacatecas ,Luis Moya ,SE43640
Zacatecas ,Mazapil ,SE43641
Zacatecas ,Melchor Ocampo ,SE43642
Zacatecas ,Mezquital del Oro ,SE43643
Zacatecas ,Miguel Auza ,SE43644
Zacatecas ,Momax ,SE43645
Zacatecas ,Monte Escobedo ,SE43646
Zacatecas ,Morelos ,SE43647
Zacatecas ,Moyahua de Estrada ,SE43648
Zacatecas ,Nochistlán de Mejía ,SE43649
Zacatecas ,Noria de Ángeles ,SE43650
Zacatecas ,Ojocaliente ,SE43651
Zacatecas ,Pánuco ,SE43652
Zacatecas ,Pinos ,SE43653
Zacatecas ,Río Grande ,SE43654
Zacatecas ,Sain Alto ,SE43655
Zacatecas ,Santa María de la Paz ,SE43656
Zacatecas ,Sombrerete ,SE43657
Zacatecas ,Susticacán ,SE43658
Zacatecas ,Tabasco ,SE43659
Zacatecas ,Tepechitlán ,SE43660
Zacatecas ,Tepetongo ,SE43661
Zacatecas ,Teúl de González Ortega ,SE43662
Zacatecas ,Tlaltenango de Sánchez Román ,SE43663
Zacatecas ,Trancoso ,SE43664
Zacatecas ,Trinidad García de la Cadena ,SE43665
Zacatecas ,Valparaíso ,SE43666
Zacatecas ,Vetagrande ,SE43667
Zacatecas ,Villa de Cos ,SE43668
Zacatecas ,Villa García ,SE43669
Zacatecas ,Villa González Ortega ,SE43670
Zacatecas ,Villa Hidalgo ,SE43671
Zacatecas ,Villanueva ,SE43672
Zacatecas ,Zacatecas ,SE43673
Zacatecas ,No identificado -Zacatecas ,SE43674
